Trip ID,Origin city,Destination,Region,Distance (km),Start date,End date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Group size,Trip type,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Food cost,Activities cost,Total cost,Season,Currency
2839,Mohmand,Mansehra,KPK,228,29/12/2025,04/01/2026,6,18,Male,Pakistani,2,Business,Mid,87468,Road (Car (Small)),11831,31092,17592,147983,Winter,PKR
2840,Bin Qasim,Jhelum,Punjab,1467,04/06/2025,09/06/2025,5,31,Male,Pakistani,5,Business,Mid,148065,Flight,79779,46100,18800,292744,Summer,PKR
2841,Digri,Virawah,Sindh,303,21/10/2025,23/10/2025,2,23,Male,Pakistani,4,Business,Mid,31828,Flight,16017,17848,9504,75197,Autumn,PKR
2842,Mohan,Banjon,AJK,270,30/03/2025,04/04/2025,5,39,Female,Pakistani,6,Family,Luxury,373905,Road (Hiace),27412,112380,84780,598477,Spring,PKR
2843,Vehari,Sara-i-Naurang,KPK,413,10/12/2025,17/12/2025,7,53,Male,Pakistani,6,Adventure,Budget,104076,Road (Car (Small)),19832,34566,25494,183968,Winter,PKR
2844,Ghizer,Madyan,KPK,153,05/09/2025,14/09/2025,9,39,Male,Pakistani,3,Leisure,Luxury,528858,Road (Coaster),22925,119124,52164,723071,Autumn,PKR
2845,Chowk Azam,Jalalpur,Punjab,270,07/06/2026,11/06/2026,4,65,Male,Pakistani,1,Adventure,Budget,8528,Road (Hiace),30634,3612,2516,45290,Summer,PKR
2846,Phander,Gandogar,KPK,230,21/02/2026,03/03/2026,10,43,Female,Pakistani,6,Leisure,Mid,419310,Road (Car (Small)),12342,94260,63960,589872,Winter,PKR
2847,Kund Malir,Gahkuch,Gilgit-Baltistan,1951,04/03/2026,13/03/2026,9,49,Female,Pakistani,3,Leisure,Mid,245358,Flight,72431,72306,31995,422090,Spring,PKR
2848,Duki,Badgoi Pass,KPK,877,04/08/2025,12/08/2025,8,22,Female,Pakistani,5,Leisure,Luxury,847512,Flight,50876,199360,134600,1232348,Summer,PKR
2849,Passu,Hangu,KPK,582,10/09/2026,18/09/2026,8,24,Female,Pakistani,5,Leisure,Mid,211872,Flight,41144,91200,42320,386536,Autumn,PKR
2850,Mardan,Sillanwali,Punjab,347,26/03/2026,30/03/2026,4,32,Male,Pakistani,3,Adventure,Mid,56336,Road (Coaster),59062,19812,12144,147354,Spring,PKR
2851,Pindi Bhattian,Mian Channu,Punjab,242,26/05/2026,30/05/2026,4,65,Female,Pakistani,3,Family,Budget,16608,Road (Coaster),42219,14016,3960,76803,Spring,PKR
2852,Tatta Pani,Rawalakot,AJK,60,23/05/2026,30/05/2026,7,24,Male,Pakistani,3,Adventure,Mid,206836,Road (Hiace),6766,35028,22491,271121,Spring,PKR
2853,Lyari,Kund,KPK,1137,26/09/2025,03/10/2025,7,24,Male,Pakistani,4,Business,Budget,61782,Flight,59480,41944,20636,183842,Autumn,PKR
2854,Shigar,Haripur,KPK,411,03/09/2026,11/09/2026,8,36,Female,Pakistani,3,Leisure,Mid,238000,Road (Car (SUV)),33477,64176,38808,374461,Autumn,PKR
2855,Pishin,Moro,Punjab,452,15/03/2026,20/03/2026,5,26,Male,Pakistani,2,Adventure,Mid,54335,Road (Hiace),50264,16010,9330,129939,Spring,PKR
2856,Karak,Ishkoman Valley,Gilgit-Baltistan,464,16/10/2025,24/10/2025,8,60,Female,Pakistani,3,Family,Budget,65696,Flight,18510,19272,19368,122846,Autumn,PKR
2857,Jalalpur,Mankial,KPK,378,08/06/2025,15/06/2025,7,38,Male,Pakistani,4,Leisure,Mid,128436,Flight,16810,66668,43036,254950,Summer,PKR
2858,Bhera,Upper Kachura Lake,Gilgit-Baltistan,537,19/12/2025,26/12/2025,7,22,Male,Pakistani,6,Business,Budget,74382,Road (Coaster),79710,60606,24570,239268,Winter,PKR
2859,Bela,Ganga Lake (Chitta Katha),AJK,1459,07/06/2026,12/06/2026,5,35,Female,Pakistani,2,Leisure,Mid,59280,Flight,33673,16470,9540,118963,Summer,PKR
2860,Pir Chinasi,Lahore,Punjab,347,16/05/2026,19/05/2026,3,51,Male,Foreign,2,Adventure,Mid,24354,Flight,10779,11094,5693,51920,Spring,PKR
2861,Matta,Chikkar,AJK,217,26/03/2026,03/04/2026,8,36,Male,Pakistani,3,Leisure,Mid,238688,Road (Coaster),34755,50376,37920,361739,Spring,PKR
2862,Mithi,Kutton (Jagged),AJK,1415,12/08/2026,18/08/2026,6,36,Male,Pakistani,5,Adventure,Mid,173664,Flight,98946,70620,39000,382230,Summer,PKR
2863,Haripur,Chobara,Punjab,426,28/12/2026,01/01/2027,4,56,Male,Foreign,3,Adventure,Mid,83838,Road (Car (SUV)),32736,28163,13942,158679,Winter,PKR
2864,Malakwal,Hunza Valley,Gilgit-Baltistan,597,31/07/2025,10/08/2025,10,24,Female,Pakistani,5,Leisure,Mid,314310,Flight,39551,79200,86850,519911,Summer,PKR
2865,Bhalwal,Sillanwali,Punjab,47,12/11/2026,16/11/2026,4,64,Male,Pakistani,1,Leisure,Mid,33160,Road (Coaster),7302,7012,2444,49918,Autumn,PKR
2866,Kot Momin,Danyore Rock Carvings,Gilgit-Baltistan,581,28/05/2026,03/06/2026,6,51,Female,Foreign,5,Business,Luxury,521489,Flight,48328,116003,79357,765177,Spring,PKR
2867,Mekhtar,Sharda,AJK,1039,04/01/2026,09/01/2026,5,49,Male,Pakistani,1,Business,Mid,43455,Flight,12815,7720,7445,71435,Winter,PKR
2868,Khuzdar,Khanaspur,KPK,1103,30/08/2025,05/09/2025,6,63,Male,Pakistani,1,Business,Mid,54936,Road (Car (SUV)),85499,14040,10404,164879,Summer,PKR
2869,Taftan,Gandhara,KPK,1422,29/05/2025,04/06/2025,6,39,Male,Pakistani,5,Adventure,Luxury,647406,Flight,83051,96180,102900,929537,Spring,PKR
2870,Pakpattan,Daska,Punjab,327,08/03/2025,11/03/2025,3,21,Female,Pakistani,1,Leisure,Mid,29796,Road (Coaster),50400,6192,3684,90072,Spring,PKR
2871,Hasilpur,Kot Momin,Punjab,361,08/02/2025,10/02/2025,2,54,Female,Pakistani,6,Business,Budget,23742,Road (Hiace),35763,12384,6852,78741,Winter,PKR
2872,Buner,Sangla Hill,Punjab,377,25/07/2026,30/07/2026,5,61,Male,Pakistani,3,Leisure,Mid,78510,Flight,15007,25230,12000,130747,Summer,PKR
2873,Bahrain,Bhalwal,Punjab,356,22/07/2025,26/07/2025,4,55,Male,Pakistani,5,Leisure,Mid,87240,Road (Coaster),57480,24520,13060,182300,Summer,PKR
2874,Mohmand,Banjosa Lake,AJK,232,30/10/2026,05/11/2026,6,36,Female,Pakistani,5,Business,Luxury,660762,Road (Car (SUV)),15685,148290,88980,913717,Autumn,PKR
2875,Hyderabad,Toli Pir,AJK,1301,28/06/2025,05/07/2025,7,27,Female,Pakistani,2,Adventure,Mid,94451,Flight,30498,25998,25018,175965,Summer,PKR
2876,Hunza,Nowshera,KPK,446,12/09/2025,22/09/2025,10,53,Female,Pakistani,4,Business,Budget,66980,Road (Hiace),41883,52720,26960,188543,Autumn,PKR
2877,Jiwani,Karimabad,Gilgit-Baltistan,1791,07/10/2026,15/10/2026,8,54,Male,Foreign,3,Family,Budget,85046,Flight,76359,38491,22528,222424,Autumn,PKR
2878,Palandri,Talash,KPK,273,18/01/2025,28/01/2025,10,35,Male,Pakistani,2,Family,Mid,81110,Road (Car (Small)),12829,50460,31300,175699,Winter,PKR
2879,Rohillanwali,Nankana Sahib,Punjab,248,08/04/2025,11/04/2025,3,58,Male,Pakistani,3,Leisure,Budget,14574,Road (Hiace),26342,7578,3204,51698,Spring,PKR
2880,Sehwan Sharif,Sharaqpur,Punjab,832,27/03/2025,29/03/2025,2,37,Male,Pakistani,1,Adventure,Luxury,36840,Flight,11788,5738,3160,57526,Spring,PKR
2881,Karor Lal Esan,Haripur,KPK,562,25/02/2025,05/03/2025,8,61,Female,Pakistani,1,Family,Mid,72544,Road (Car (SUV)),44117,18328,9664,144653,Winter,PKR
2882,Islamkot,Singal,Gilgit-Baltistan,1413,09/06/2025,18/06/2025,9,30,Male,Pakistani,1,Family,Budget,43542,Flight,16761,8307,6372,74982,Summer,PKR
2883,Thatta,Kalam,KPK,1302,11/09/2026,16/09/2026,5,60,Female,Pakistani,3,Leisure,Mid,128980,Flight,52830,22845,12075,216730,Autumn,PKR
2884,Lyari,Ansoo Lake,KPK,1499,27/08/2025,04/09/2025,8,58,Male,Pakistani,4,Adventure,Mid,176368,Flight,69907,53696,41056,341027,Summer,PKR
2885,Fort Abbas,Sudhan Gali,AJK,572,03/06/2025,08/06/2025,5,63,Male,Pakistani,4,Family,Luxury,237800,Flight,28198,88500,46960,401458,Summer,PKR
2886,Gulistan,Kakepota,Punjab,770,11/01/2026,14/01/2026,3,46,Male,Pakistani,3,Leisure,Mid,64506,Flight,29092,11196,8784,113578,Winter,PKR
2887,Kundian,Sunset Park Gwadar,Balochistan,1279,30/11/2026,05/12/2026,5,57,Female,Pakistani,6,Business,Budget,59985,Flight,108093,36690,23070,227838,Autumn,PKR
2888,Hoper,Spin Khwar,KPK,251,02/09/2026,11/09/2026,9,63,Male,Pakistani,6,Adventure,Budget,92691,Road (Car (Small)),11465,60696,45522,210374,Autumn,PKR
2889,Jamshoro,Khanaspur,KPK,1120,20/12/2026,27/12/2026,7,50,Male,Pakistani,3,Family,Mid,120526,Flight,45252,40257,26334,232369,Winter,PKR
2890,Sehwan Sharif,Biang Gali,KPK,1037,30/11/2026,05/12/2026,5,44,Male,Pakistani,3,Business,Luxury,324030,Flight,41889,45285,39165,450369,Autumn,PKR
2891,Faisalabad,Punial Valley,Gilgit-Baltistan,560,06/05/2025,11/05/2025,5,59,Male,Pakistani,4,Leisure,Mid,111690,Flight,24488,34260,20220,190658,Spring,PKR
2892,Ahmadpur East,Alipur Chatha,Punjab,596,07/08/2025,12/08/2025,5,52,Male,Pakistani,6,Leisure,Mid,93630,Road (Coaster),88312,64800,25500,272242,Summer,PKR
2893,Upper Dir,Tatta Pani,AJK,212,07/03/2025,12/03/2025,5,54,Male,Foreign,6,Business,Budget,60579,Flight,20395,41450,26421,148845,Spring,PKR
2894,Chunian,Omar Gol,KPK,712,06/05/2025,11/05/2025,5,44,Male,Pakistani,3,Adventure,Mid,134130,Flight,29824,24630,24840,213424,Spring,PKR
2895,Wana,Tarishing Valley,Gilgit-Baltistan,707,06/11/2026,13/11/2026,7,43,Male,Pakistani,3,Adventure,Budget,45570,Road (Hiace),67527,30639,12957,156693,Autumn,PKR
2896,Jaranwala,Pir Ghaib Waterfall,Balochistan,704,14/02/2026,18/02/2026,4,21,Male,Pakistani,5,Business,Budget,76488,Flight,41552,24920,16280,159240,Winter,PKR
2897,Dera Ismail Khan,Dheerkot,AJK,400,23/05/2026,28/05/2026,5,36,Male,Pakistani,3,Adventure,Mid,99130,Road (Hiace),40255,25515,26535,191435,Spring,PKR
2898,Risalpur,Safari Park Karachi,Sindh,1136,24/10/2026,28/10/2026,4,36,Male,Pakistani,6,Adventure,Mid,148212,Flight,90158,38712,42072,319154,Autumn,PKR
2899,Hattian Bala,Nanga Parbat Base Camp (Fairy Meadows),Gilgit-Baltistan,172,10/10/2026,16/10/2026,6,24,Female,Foreign,1,Family,Mid,101517,Road (Coaster),34427,10820,9876,156640,Autumn,PKR
2900,Gulistan-e-Johar,Talagang,Punjab,1049,15/01/2025,18/01/2025,3,35,Male,Foreign,6,Business,Mid,83753,Flight,97744,37511,18007,237015,Winter,PKR
2901,Mehar,Bhera,Punjab,981,02/11/2026,06/11/2026,4,59,Female,Pakistani,2,Family,Mid,39656,Flight,24735,9880,5568,79839,Autumn,PKR
2902,Samaro,Burewala,Punjab,668,05/09/2025,09/09/2025,4,22,Female,Foreign,4,Business,Budget,18871,Flight,34834,22123,7687,83515,Autumn,PKR
2903,Kalat,Shimshal Valley,Gilgit-Baltistan,1311,25/07/2026,02/08/2026,8,54,Female,Pakistani,3,Leisure,Mid,174976,Flight,52731,44304,33072,305083,Summer,PKR
2904,Jhol,Jalalpur,Punjab,863,10/05/2026,14/05/2026,4,54,Male,Pakistani,1,Business,Mid,29020,Flight,10552,6396,4028,49996,Spring,PKR
2905,Qaidabad,Mian Channu,Punjab,204,22/10/2025,25/10/2025,3,22,Male,Pakistani,1,Leisure,Mid,24618,Road (Coaster),34685,3708,3918,66929,Autumn,PKR
2906,Kel,Chobara,Punjab,685,07/06/2026,09/06/2026,2,52,Female,Foreign,6,Leisure,Mid,54254,Flight,69265,18314,19576,161409,Summer,PKR
2907,Alpuri,Biang Gali,KPK,159,10/09/2026,17/09/2026,7,26,Female,Pakistani,2,Adventure,Budget,23331,Road (Coaster),23112,13846,7952,68241,Autumn,PKR
2908,Hujra Shah Muqeem,Sillanwali,Punjab,223,16/03/2026,20/03/2026,4,25,Male,Pakistani,6,Family,Mid,97668,Road (Car (SUV)),16841,31056,19056,164621,Spring,PKR
2909,Rohillanwali,Kohat,KPK,386,29/10/2026,05/11/2026,7,49,Male,Foreign,4,Business,Budget,55487,Flight,20332,48498,27889,152206,Autumn,PKR
2910,Qadirpur Ran,Khunjerab Pass,Gilgit-Baltistan,826,02/09/2025,11/09/2025,9,48,Male,Pakistani,3,Family,Budget,75186,Flight,34429,25542,15525,150682,Autumn,PKR
2911,New Karachi,Lower Kachura Lake,Gilgit-Baltistan,1971,11/11/2026,17/11/2026,6,39,Male,Pakistani,1,Business,Mid,89694,Flight,26968,15726,7818,140206,Autumn,PKR
2912,Ghizer,Sara-i-Naurang,KPK,374,19/11/2026,26/11/2026,7,29,Female,Pakistani,4,Business,Mid,137508,Road (Coaster),60321,71848,43064,312741,Autumn,PKR
2913,Wazirabad,Dheerkot,AJK,176,29/03/2025,04/04/2025,6,33,Male,Pakistani,1,Leisure,Budget,23094,Flight,2108,5106,2724,33032,Spring,PKR
2914,Sujawal,Badgoi Pass,KPK,1794,15/02/2025,25/02/2025,10,29,Male,Pakistani,5,Business,Luxury,943440,Flight,123445,161200,92450,1320535,Winter,PKR
2915,Phalia,Gor Khuttree,KPK,275,04/02/2025,10/02/2025,6,53,Female,Pakistani,5,Business,Luxury,675864,Road (Hiace),28863,91260,102810,898797,Winter,PKR
2916,Ahmadpur East,Moro,Punjab,466,24/06/2026,26/06/2026,2,40,Female,Pakistani,5,Adventure,Mid,44328,Road (Car (Small)),24900,13260,8300,90788,Summer,PKR
2917,Nok Kundi,Sillanwali,Punjab,940,28/10/2026,02/11/2026,5,21,Female,Pakistani,5,Adventure,Mid,135750,Flight,66417,32725,30975,265867,Autumn,PKR
2918,Pasni,Empress Market,Sindh,405,08/07/2026,11/07/2026,3,18,Male,Pakistani,6,Business,Luxury,291069,Road (Car (Small)),21003,77724,52488,442284,Summer,PKR
2919,Matta,Naltar Valley,Gilgit-Baltistan,220,12/08/2026,19/08/2026,7,35,Male,Pakistani,3,Business,Mid,115570,Road (Car (Small)),12261,50400,35196,213427,Summer,PKR
2920,Korangi,Barpu,Gilgit-Baltistan,1818,16/06/2026,25/06/2026,9,26,Male,Pakistani,5,Leisure,Mid,388314,Flight,124715,114570,37260,664859,Summer,PKR
2921,Larkana,Peshawar Museum,KPK,949,01/03/2025,08/03/2025,7,26,Female,Pakistani,3,Family,Mid,175448,Flight,35732,38619,37464,287263,Spring,PKR
2922,Jhol,Sunset Park Gwadar,Balochistan,657,16/01/2026,18/01/2026,2,45,Female,Pakistani,1,Business,Luxury,51390,Flight,8921,5886,5844,72041,Winter,PKR
2923,Karak,Ratti Gali Lake,AJK,423,04/03/2025,12/03/2025,8,59,Female,Foreign,4,Adventure,Mid,190216,Road (Car (Small)),25910,64698,34633,315457,Spring,PKR
2924,Skardu,Vihari,Punjab,749,27/01/2025,30/01/2025,3,56,Male,Pakistani,2,Leisure,Luxury,57564,Flight,18836,21618,7896,105914,Winter,PKR
2925,Sambrial,Pir Chinasi,AJK,313,09/08/2025,14/08/2025,5,49,Female,Pakistani,6,Adventure,Budget,50985,Flight,20626,40530,20910,133051,Summer,PKR
2926,Matli,Rasool Nagar,Punjab,949,04/05/2026,06/05/2026,2,27,Male,Pakistani,2,Business,Mid,23350,Flight,24317,6020,2920,56607,Spring,PKR
2927,Mamund,Urak Valley,Balochistan,686,25/11/2025,29/11/2025,4,21,Female,Pakistani,3,Adventure,Mid,95704,Road (Car (SUV)),56819,17388,13716,183627,Autumn,PKR
2928,Shabqadar,Mastuj,KPK,307,13/05/2025,18/05/2025,5,19,Male,Pakistani,6,Leisure,Mid,178575,Road (Car (Small)),14524,78690,48960,320749,Spring,PKR
2929,Korangi,East Bay Gwadar,Balochistan,487,06/08/2026,08/08/2026,2,56,Female,Pakistani,5,Business,Budget,31698,Road (Car (Small)),23676,12340,9870,77584,Summer,PKR
2930,Mithi,Port Grand,Sindh,395,19/11/2025,21/11/2025,2,34,Male,Pakistani,3,Leisure,Luxury,120484,Road (Coaster),70003,26340,16884,233711,Autumn,PKR
2931,Gujranwala,Qaidabad,Punjab,181,19/02/2025,22/02/2025,3,25,Female,Pakistani,6,Family,Mid,98334,Road (Car (Small)),8050,35154,21798,163336,Winter,PKR
2932,Kakepota,Satpara Lake,Gilgit-Baltistan,593,22/03/2025,01/04/2025,10,37,Male,Pakistani,6,Leisure,Mid,357630,Flight,41690,92340,83040,574700,Spring,PKR
2933,Bhirya Road,Talash,KPK,1383,13/11/2025,20/11/2025,7,51,Male,Pakistani,1,Leisure,Budget,29421,Flight,16989,5866,2877,55153,Autumn,PKR
2934,Naukot,Hispar Glacier,Gilgit-Baltistan,1504,30/01/2026,07/02/2026,8,51,Male,Pakistani,6,Family,Mid,263016,Flight,126540,111936,39312,540804,Winter,PKR
2935,Gulistan,Khushab,Punjab,686,10/02/2026,14/02/2026,4,45,Male,Pakistani,4,Family,Budget,31824,Flight,34283,12752,9136,87995,Winter,PKR
2936,North Nazimabad,Rama Lake,Gilgit-Baltistan,1741,04/06/2026,09/06/2026,5,25,Male,Foreign,1,Family,Mid,78775,Flight,22668,13127,4994,119564,Summer,PKR
2937,Tando Adam,Nagar Valley,Gilgit-Baltistan,1410,23/01/2025,30/01/2025,7,46,Male,Foreign,4,Business,Budget,79212,Flight,91575,49798,17927,238512,Winter,PKR
2938,Toli Pir,Mandi Bahauddin,Punjab,159,14/04/2025,17/04/2025,3,58,Male,Foreign,2,Adventure,Mid,23875,Road (Car (Small)),8956,12265,7296,52392,Spring,PKR
2939,Timargara,Basti Malik,Punjab,781,12/10/2025,16/10/2025,4,42,Female,Pakistani,3,Business,Mid,90176,Road (Car (SUV)),57418,20604,14652,182850,Autumn,PKR
2940,Leepa Valley,Tirah Valley,KPK,325,05/06/2026,11/06/2026,6,22,Male,Pakistani,4,Adventure,Budget,49704,Road (Car (SUV)),23380,31296,21048,125428,Summer,PKR
2941,Dhadar,Haroonabad,Punjab,548,03/11/2025,07/11/2025,4,51,Female,Pakistani,1,Leisure,Mid,34140,Road (Hiace),57381,6372,3788,101681,Autumn,PKR
2942,Mithri,Dainyor,Gilgit-Baltistan,1174,24/10/2025,03/11/2025,10,53,Female,Pakistani,4,Leisure,Mid,238080,Flight,61512,79960,51560,431112,Autumn,PKR
2943,Mamund,Jhawarian,Punjab,322,09/08/2026,13/08/2026,4,48,Male,Pakistani,5,Leisure,Mid,98952,Road (Car (Small)),15680,41540,15020,171192,Summer,PKR
2944,Upper Dir,Darkot Pass,Gilgit-Baltistan,248,09/08/2026,18/08/2026,9,46,Male,Pakistani,4,Family,Mid,246348,Flight,12894,83484,56556,399282,Summer,PKR
2945,Astore,Dudipatsar Lake,KPK,95,17/06/2025,24/06/2025,7,42,Male,Pakistani,3,Adventure,Budget,66948,Road (Car (Small)),4757,29253,13734,114692,Summer,PKR
2946,Barikot,Rani Bagh Hyderabad,Sindh,1236,27/01/2025,29/01/2025,2,58,Male,Pakistani,4,Adventure,Mid,52040,Flight,58788,18008,10368,139204,Winter,PKR
2947,Matta,Renala Khurd,Punjab,554,24/04/2025,29/04/2025,5,35,Male,Pakistani,4,Family,Luxury,159070,Road (Car (Small)),26445,49520,38940,273975,Spring,PKR
2948,Pano Aqil,Shimshal Valley,Gilgit-Baltistan,1233,06/02/2025,13/02/2025,7,58,Female,Foreign,5,Business,Mid,257035,Flight,92570,71184,47416,468205,Winter,PKR
2949,Mehar,Ormara Viewpoint,Balochistan,527,01/01/2026,05/01/2026,4,39,Female,Pakistani,6,Family,Mid,165924,Flight,38000,53736,24360,282020,Winter,PKR
2950,Qadirpur Ran,Sialkot,Punjab,378,28/01/2025,01/02/2025,4,54,Male,Pakistani,1,Family,Budget,15604,Road (Car (SUV)),30863,4324,1464,52255,Winter,PKR
2951,Zhob,Lower Kachura Lake,Gilgit-Baltistan,973,03/03/2025,11/03/2025,8,63,Female,Pakistani,3,Adventure,Mid,212544,Flight,33992,56952,39264,342752,Spring,PKR
2952,Upper Dir,Jatoi,Punjab,840,14/10/2026,16/10/2026,2,29,Female,Pakistani,4,Business,Budget,9412,Flight,36846,7136,3200,56594,Autumn,PKR
2953,Mohmand,Ghizer Valley,Gilgit-Baltistan,341,16/04/2025,24/04/2025,8,45,Male,Pakistani,4,Family,Luxury,596848,Flight,17142,158464,64768,837222,Spring,PKR
2954,Shangla,Mulkhow,KPK,181,08/03/2025,17/03/2025,9,55,Male,Pakistani,2,Family,Mid,73593,Road (Car (SUV)),12731,44352,29196,159872,Spring,PKR
2955,Ghizer,Pakpattan,Punjab,683,20/09/2026,25/09/2026,5,48,Female,Pakistani,4,Adventure,Budget,29790,Flight,31439,12940,6200,80369,Autumn,PKR
2956,Tando Adam,Sheikhupura,Punjab,1116,25/05/2025,27/05/2025,2,31,Female,Pakistani,3,Adventure,Budget,11540,Flight,45560,7122,3996,68218,Spring,PKR
2957,Hoper,Vehari,Punjab,794,03/04/2025,05/04/2025,2,62,Male,Foreign,5,Business,Luxury,178032,Flight,53750,28918,17071,277771,Spring,PKR
2958,Shangla,Haroonabad,Punjab,801,11/09/2025,13/09/2025,2,22,Male,Pakistani,2,Family,Luxury,59676,Flight,19361,9572,6952,95561,Autumn,PKR
2959,Kazi Ahmed,Multan,Punjab,517,01/11/2026,03/11/2026,2,27,Male,Pakistani,2,Leisure,Luxury,49750,Road (Hiace),54789,11952,8340,124831,Autumn,PKR
2960,Chhor,Galyat,KPK,1349,23/11/2026,02/12/2026,9,31,Female,Pakistani,3,Business,Luxury,708534,Flight,50614,130977,57078,947203,Autumn,PKR
2961,Bajaur,Pasni Fish Harbor,Balochistan,1432,24/02/2025,28/02/2025,4,65,Male,Pakistani,6,Adventure,Luxury,402732,Flight,95247,98832,40296,637107,Winter,PKR
2962,Jhawarian,Daska,Punjab,215,12/06/2025,17/06/2025,5,40,Male,Pakistani,3,Adventure,Budget,29080,Road (Hiace),23387,11235,6630,70332,Summer,PKR
2963,Tando Allahyar,Hazarganji Chiltan National Park,Balochistan,704,09/02/2026,12/02/2026,3,53,Female,Pakistani,6,Family,Mid,80730,Road (Hiace),63555,43992,30600,218877,Winter,PKR
2964,Panjgur,Basirpur,Punjab,1431,19/06/2025,24/06/2025,5,50,Female,Pakistani,3,Family,Mid,91420,Flight,50916,32115,18465,192916,Summer,PKR
2965,Tangi,Bannu,KPK,202,04/09/2026,10/09/2026,6,42,Female,Pakistani,3,Adventure,Luxury,374760,Road (Car (SUV)),15478,57780,54414,502432,Autumn,PKR
2966,Gaggo Mandi,Timargara (Lower Dir),KPK,517,28/09/2025,03/10/2025,5,22,Female,Pakistani,4,Leisure,Mid,91030,Road (Car (SUV)),35625,54360,31880,212895,Autumn,PKR
2967,Talagang,Sheosar Lake,Gilgit-Baltistan,483,09/03/2026,15/03/2026,6,41,Male,Pakistani,1,Business,Mid,58908,Flight,6229,13392,6750,85279,Spring,PKR
2968,Matli,Sharaqpur,Punjab,976,09/11/2026,11/11/2026,2,23,Male,Pakistani,6,Business,Mid,54150,Road (Car (Small)),47735,19260,12636,133781,Autumn,PKR
2969,Vehari,Upper Kachura Lake,Gilgit-Baltistan,847,09/03/2025,19/03/2025,10,60,Female,Pakistani,3,Adventure,Budget,96940,Road (Coaster),123373,35040,18360,273713,Spring,PKR
2970,Ahmadpur East,Ganga Lake (Chitta Katha),AJK,880,01/04/2026,11/04/2026,10,31,Male,Pakistani,2,Family,Luxury,234510,Flight,19044,62820,64460,380834,Spring,PKR
2971,Toli Pir,Swat Valley,KPK,273,03/08/2026,10/08/2026,7,28,Male,Pakistani,1,Adventure,Luxury,190533,Road (Coaster),46748,27083,10717,275081,Summer,PKR
2972,Hunza,Rohillanwali,Punjab,850,24/02/2025,01/03/2025,5,28,Female,Pakistani,1,Business,Budget,15555,Road (Car (Small)),46410,3210,2205,67380,Winter,PKR
2973,Sahiwal,Sillanwali,Punjab,220,07/11/2025,09/11/2025,2,39,Male,Pakistani,3,Adventure,Luxury,106380,Road (Coaster),38806,14580,14226,173992,Autumn,PKR
2974,Mohmand,Timargara (Lower Dir),KPK,78,21/12/2026,27/12/2026,6,35,Female,Pakistani,4,Family,Mid,179292,Road (Hiace),7399,52080,25488,264259,Winter,PKR
2975,Bozdar,Multan,Punjab,450,23/06/2025,27/06/2025,4,29,Male,Pakistani,3,Leisure,Mid,65264,Road (Coaster),76774,22536,16368,180942,Summer,PKR
2976,Gol Basti,Bhera,Punjab,244,19/04/2025,23/04/2025,4,65,Female,Pakistani,4,Family,Budget,17896,Road (Car (Small)),11654,14512,9392,53454,Spring,PKR
2977,Qilla Abdullah,Raiwind,Punjab,729,05/08/2026,07/08/2026,2,49,Female,Pakistani,3,Family,Budget,9392,Road (Coaster),113688,6066,3306,132452,Summer,PKR
2978,Vehari,Rupal Valley,Gilgit-Baltistan,668,24/10/2025,03/11/2025,10,23,Male,Pakistani,6,Adventure,Mid,304020,Flight,54699,107760,93960,560439,Autumn,PKR
2979,Jhang,Chitral,KPK,620,18/12/2026,23/12/2026,5,40,Male,Pakistani,3,Leisure,Budget,50960,Road (Car (SUV)),45067,22095,9180,127302,Winter,PKR
2980,Sher Qilla,Empress Market,Sindh,1968,14/02/2025,19/02/2025,5,36,Male,Pakistani,1,Family,Mid,62250,Flight,27447,12170,4595,106462,Winter,PKR
2981,Dargai,Peshawar Museum,KPK,85,06/07/2026,16/07/2026,10,23,Male,Pakistani,1,Leisure,Mid,86370,Road (Coaster),15737,20420,10250,132777,Summer,PKR
2982,Tatta Pani,Rojhan,Punjab,950,25/02/2026,02/03/2026,5,65,Male,Foreign,1,Business,Budget,21678,Flight,11908,6149,1965,41700,Winter,PKR
2983,Sargodha,Nagar Valley,Gilgit-Baltistan,505,23/12/2025,31/12/2025,8,25,Female,Foreign,5,Leisure,Budget,139031,Flight,38169,61498,32712,271410,Winter,PKR
2984,Pithoro,Turtle Beach,Sindh,329,27/06/2026,29/06/2026,2,58,Male,Pakistani,4,Leisure,Mid,43992,Flight,17652,13344,12032,87020,Summer,PKR
2985,Kot Sultan,Kahna Nau,Punjab,369,03/11/2025,06/11/2025,3,55,Male,Pakistani,2,Leisure,Luxury,74091,Flight,8391,22974,9054,114510,Autumn,PKR
2986,Kot Sultan,Mashabrum,Gilgit-Baltistan,911,12/05/2026,21/05/2026,9,52,Male,Pakistani,4,Family,Luxury,561366,Flight,46914,108792,119988,837060,Spring,PKR
2987,Alipur,Ayubia,KPK,729,20/12/2025,25/12/2025,5,55,Female,Pakistani,3,Family,Mid,143340,Flight,27819,34500,21075,226734,Winter,PKR
2988,Hub,Spin Khwar,KPK,1290,19/11/2026,25/11/2026,6,28,Male,Foreign,4,Adventure,Budget,53798,Flight,82736,33899,12435,182868,Autumn,PKR
