Trip ID,Destination,Region,Start date,End date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Group size,Trip type,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Food cost,Activities cost,Total cost,Season,Currency
2432,Karachi Zoo,Sindh,2025-09-20,2025-09-24,4,18,Male,Pakistani,5,Family,Mid,45988,Road,6364,70520,5808,128680,Autumn,PKR
2433,Nagar Valley,Gilgit-Baltistan,2025-07-06,2025-07-11,5,29,Male,Pakistani,1,Adventure,Luxury,121905,Road,891,26835,11220,160851,Summer,PKR
2434,Swabi,KPK,2025-07-19,2025-07-23,4,33,Female,Pakistani,5,Leisure,Budget,17336,Road,3916,35440,4288,60980,Summer,PKR
2435,Sheikhupura,Punjab,2026-10-23,2026-10-26,3,59,Male,Foreign,4,Adventure,Mid,26586,Road,17510,32292,5976,82364,Autumn,PKR
2436,Kuz Gali,KPK,2026-05-02,2026-05-10,8,56,Male,Foreign,5,Adventure,Mid,106808,Flight,138900,116840,17336,379884,Spring,PKR
2437,Passu Cones,Gilgit-Baltistan,2026-01-11,2026-01-13,2,24,Male,Foreign,5,Leisure,Mid,23416,Road,38016,20120,2294,83846,Winter,PKR
2438,Pyala Lake,KPK,2026-10-07,2026-10-12,5,52,Male,Foreign,2,Business,Budget,16335,Flight,74194,16540,5870,112939,Autumn,PKR
2439,Mehrgarh,Balochistan,2026-06-08,2026-06-18,10,24,Female,Foreign,4,Leisure,Mid,111350,Road,15712,143080,15640,285782,Summer,PKR
2440,Timargara (Lower Dir),KPK,2026-07-19,2026-07-22,3,40,Female,Pakistani,2,Family,Budget,15024,Road,12330,7470,2112,36936,Summer,PKR
2441,Lulusar Lake,KPK,2026-02-11,2026-02-14,3,33,Male,Foreign,1,Leisure,Mid,31866,Road,19754,6012,6903,64535,Winter,PKR
2442,Chandragup Mud Volcano,Balochistan,2025-01-02,2025-01-09,7,41,Male,Pakistani,2,Adventure,Budget,39564,Road,69046,28952,6461,144023,Winter,PKR
2443,Khaplu Fort,Gilgit-Baltistan,2025-02-03,2025-02-12,9,23,Female,Foreign,1,Adventure,Mid,104598,Flight,34955,19260,11457,170270,Winter,PKR
2444,Chappar Gali,KPK,2025-12-11,2025-12-18,7,23,Male,Pakistani,3,Business,Mid,94388,Road,32608,62538,17332,206866,Winter,PKR
2445,Kuz Bandai,KPK,2026-03-16,2026-03-24,8,48,Male,Pakistani,1,Adventure,Mid,91080,Road,25560,25944,12056,154640,Spring,PKR
2446,Hammerhead Gwadar,Balochistan,2026-10-07,2026-10-17,10,21,Female,Foreign,2,Leisure,Mid,110330,Flight,41240,63160,12030,226760,Autumn,PKR
2447,Swat Valley,KPK,2025-12-22,2025-12-27,5,56,Male,Foreign,5,Leisure,Budget,21545,Road,960,36025,4065,62595,Winter,PKR
2448,Dudipatsar Lake,KPK,2026-12-31,2027-01-08,8,24,Male,Pakistani,1,Family,Luxury,279848,Flight,16641,42952,25304,364745,Winter,PKR
2449,East Bay Gwadar,Balochistan,2025-02-13,2025-02-15,2,20,Female,Foreign,2,Business,Budget,12750,Road,66955,5020,1492,86217,Winter,PKR
2450,Gwadar Marine Drive,Balochistan,2025-12-06,2025-12-13,7,29,Female,Pakistani,1,Business,Mid,95452,Road,31188,16541,13608,156789,Winter,PKR
2451,Passu Cones,Gilgit-Baltistan,2026-06-23,2026-06-25,2,48,Male,Foreign,1,Business,Budget,9888,Road,31042,2766,1138,44834,Summer,PKR
2452,Muzaffarabad,AJK,2025-10-01,2025-10-07,6,45,Male,Foreign,4,Family,Mid,51060,Road,9590,65472,11022,137144,Autumn,PKR
2453,Chiniot,Punjab,2025-06-28,2025-07-04,6,25,Male,Pakistani,3,Adventure,Mid,47184,Flight,45276,42246,10758,145464,Summer,PKR
2454,Peshawar,KPK,2025-12-07,2025-12-15,8,54,Male,Pakistani,1,Business,Mid,65856,Road,5960,26616,12448,110880,Winter,PKR
2455,Toli Pir,AJK,2026-03-16,2026-03-24,8,60,Female,Foreign,4,Leisure,Mid,93072,Road,26123,97632,11928,228755,Spring,PKR
2456,Garam Chashma,KPK,2025-11-11,2025-11-21,10,60,Male,Pakistani,5,Leisure,Mid,81720,Road,18936,147700,17600,265956,Autumn,PKR
2457,Khushab,Punjab,2025-12-20,2025-12-25,5,48,Female,Pakistani,3,Business,Luxury,102370,Flight,80583,59130,13675,255758,Winter,PKR
2458,Kandol Lake,KPK,2026-02-14,2026-02-17,3,18,Male,Pakistani,2,Family,Mid,40977,Flight,75780,21636,7272,145665,Winter,PKR
2459,Tank,KPK,2026-07-08,2026-07-17,9,42,Female,Pakistani,4,Leisure,Mid,95733,Road,5612,84060,16713,202118,Summer,PKR
2460,Lower Dir,KPK,2026-11-17,2026-11-25,8,45,Female,Pakistani,4,Business,Budget,28576,Road,14757,62400,5320,111053,Autumn,PKR
2461,Paradise Point,Sindh,2025-06-08,2025-06-15,7,34,Female,Pakistani,3,Business,Mid,53172,Flight,47820,46956,12810,160758,Summer,PKR
2462,Toli Pir,AJK,2026-04-21,2026-04-25,4,34,Male,Foreign,4,Business,Budget,20184,Flight,78140,21936,4796,125056,Spring,PKR
2463,Tilla Jogian,Punjab,2025-04-15,2025-04-23,8,22,Male,Foreign,1,Family,Budget,31760,Road,7128,11168,6936,56992,Spring,PKR
2464,Mochi Kot,KPK,2025-07-09,2025-07-17,8,26,Female,Pakistani,1,Business,Budget,25776,Road,4536,17600,5768,53680,Summer,PKR
2465,Punial Valley,Gilgit-Baltistan,2026-11-12,2026-11-16,4,45,Male,Pakistani,5,Business,Mid,40608,Road,35402,50700,7776,134486,Autumn,PKR
2466,Bolan Pass,Balochistan,2025-02-24,2025-03-05,9,51,Female,Pakistani,1,Leisure,Luxury,313857,Road,20304,52974,22437,409572,Winter,PKR
2467,Lal Shahbaz Qalandar Shrine,Sindh,2026-05-15,2026-05-17,2,20,Female,Foreign,1,Leisure,Mid,15306,Road,37520,5350,3210,61386,Spring,PKR
2468,Sultanabad,Gilgit-Baltistan,2025-11-03,2025-11-10,7,47,Female,Foreign,3,Family,Budget,34335,Flight,126225,27300,7462,195322,Autumn,PKR
2469,Gor Khuttree,KPK,2026-06-18,2026-06-22,4,22,Female,Foreign,1,Business,Mid,49548,Road,16544,13084,6136,85312,Summer,PKR
2470,Parachinar,KPK,2026-10-30,2026-11-06,7,54,Female,Foreign,4,Adventure,Budget,34265,Road,12131,60060,4046,110502,Autumn,PKR
2471,Hazarganji Chiltan National Park,Balochistan,2025-03-08,2025-03-12,4,21,Male,Pakistani,4,Adventure,Mid,50152,Road,2572,63296,5804,121824,Spring,PKR
2472,Badgoi Pass,KPK,2026-05-08,2026-05-17,9,30,Male,Pakistani,1,Leisure,Budget,31626,Road,3024,14157,5787,54594,Spring,PKR
2473,Yasin Valley,Gilgit-Baltistan,2025-07-15,2025-07-19,4,50,Male,Foreign,3,Business,Mid,37932,Flight,110949,39024,4028,191933,Summer,PKR
2474,Kuz Gali,KPK,2025-05-29,2025-06-02,4,42,Female,Pakistani,2,Adventure,Mid,48048,Road,1440,31112,8948,89548,Spring,PKR
2475,Shakargarh,Punjab,2026-05-06,2026-05-13,7,38,Female,Pakistani,1,Family,Budget,19152,Road,9282,13426,3920,45780,Spring,PKR
2476,Tatta Pani,AJK,2025-11-24,2025-11-27,3,18,Female,Pakistani,3,Adventure,Luxury,80718,Road,3578,53649,6174,144119,Autumn,PKR
2477,Chitral,KPK,2026-10-04,2026-10-12,8,45,Male,Foreign,4,Family,Mid,72240,Road,6421,75104,12056,165821,Autumn,PKR
2478,Leepa Valley,AJK,2026-07-31,2026-08-10,10,39,Female,Pakistani,2,Business,Mid,120990,Road,26019,74040,21180,242229,Summer,PKR
2479,Abbottabad,KPK,2025-08-28,2025-09-07,10,38,Male,Foreign,1,Adventure,Mid,106070,Road,7880,37530,15370,166850,Summer,PKR
2480,Rama Lake,Gilgit-Baltistan,2025-08-03,2025-08-11,8,26,Male,Foreign,1,Adventure,Luxury,308648,Road,10166,44704,38032,401550,Summer,PKR
2481,Mansehra,KPK,2025-02-16,2025-02-24,8,57,Male,Foreign,5,Leisure,Mid,111768,Road,9921,111640,11192,244521,Winter,PKR
2482,Spin Khwar,KPK,2026-11-10,2026-11-15,5,46,Female,Foreign,5,Leisure,Mid,40915,Road,11424,97475,9580,159394,Autumn,PKR
2483,Bala Hissar (Peshawar),KPK,2025-03-11,2025-03-15,4,32,Female,Foreign,2,Leisure,Luxury,95828,Road,8320,41160,11500,156808,Spring,PKR
2484,Haldik,Gilgit-Baltistan,2026-08-10,2026-08-20,10,52,Male,Foreign,1,Business,Mid,140470,Road,42550,39600,22970,245590,Summer,PKR
2485,Derawar Fort,Punjab,2025-12-16,2025-12-20,4,34,Male,Foreign,3,Adventure,Luxury,71840,Road,8232,65328,10556,155956,Winter,PKR
2486,Danyore Rock Carvings,Gilgit-Baltistan,2025-01-08,2025-01-14,6,47,Male,Pakistani,1,Leisure,Luxury,212088,Road,38090,30900,12018,293096,Winter,PKR
2487,Jahaz Banda,KPK,2025-12-07,2025-12-15,8,39,Female,Foreign,3,Leisure,Budget,35272,Road,9763,31728,7136,83899,Winter,PKR
2488,Miani,Punjab,2026-01-08,2026-01-15,7,31,Female,Pakistani,5,Leisure,Mid,83041,Road,39000,69685,7175,198901,Winter,PKR
2489,Ghizer Valley,Gilgit-Baltistan,2025-08-21,2025-08-23,2,28,Male,Foreign,2,Adventure,Budget,7380,Road,51110,8508,2228,69226,Summer,PKR
2490,Pakpattan,Punjab,2026-03-12,2026-03-17,5,24,Female,Pakistani,1,Adventure,Mid,48825,Road,14400,10370,7030,80625,Spring,PKR
2491,Sargodha,Punjab,2025-01-27,2025-02-01,5,20,Male,Foreign,2,Adventure,Luxury,131200,Flight,62332,39530,9325,242387,Winter,PKR
2492,Karimabad,Gilgit-Baltistan,2026-11-27,2026-12-04,7,40,Female,Foreign,4,Adventure,Budget,28077,Road,24200,54068,4998,111343,Autumn,PKR
2493,Kutton (Jagged),AJK,2025-11-11,2025-11-19,8,28,Female,Foreign,4,Leisure,Mid,117344,Road,44832,96576,15352,274104,Autumn,PKR
2494,Rawalpindi,Punjab,2025-01-02,2025-01-05,3,57,Male,Pakistani,4,Business,Mid,27087,Road,6972,27588,3396,65043,Winter,PKR
2495,Gandhara,KPK,2025-04-18,2025-04-20,2,44,Male,Pakistani,1,Adventure,Mid,29382,Road,12636,5022,4148,51188,Spring,PKR
2496,Rahim Yar Khan,Punjab,2025-03-14,2025-03-23,9,33,Female,Foreign,4,Business,Mid,82818,Road,16060,70560,13104,182542,Spring,PKR
2497,Empress Market,Sindh,2026-03-22,2026-03-27,5,35,Female,Pakistani,5,Leisure,Mid,37270,Road,29976,69425,10160,146831,Spring,PKR
2498,Dheerkot,AJK,2025-11-20,2025-11-23,3,55,Female,Foreign,5,Business,Mid,31560,Road,32027,55710,4032,123329,Autumn,PKR
2499,Shorkot,Punjab,2025-12-04,2025-12-14,10,25,Male,Pakistani,2,Family,Budget,33950,Road,11872,26160,6240,78222,Winter,PKR
2500,Gulapur,Gilgit-Baltistan,2026-07-17,2026-07-22,5,42,Male,Foreign,3,Adventure,Budget,22395,Road,3412,30795,4025,60627,Summer,PKR
2501,Mandi Bahauddin,Punjab,2025-05-28,2025-06-01,4,40,Female,Pakistani,4,Leisure,Mid,38032,Road,3345,44592,4948,90917,Spring,PKR
2502,Darkot Pass,Gilgit-Baltistan,2025-04-27,2025-05-07,10,56,Male,Pakistani,3,Adventure,Budget,30510,Road,1240,60000,6710,98460,Spring,PKR
2503,Hussaini Suspension Bridge,Gilgit-Baltistan,2025-03-13,2025-03-16,3,56,Male,Foreign,5,Leisure,Luxury,71892,Flight,159925,101745,12153,345715,Spring,PKR
2504,Gandogar,KPK,2025-05-06,2025-05-15,9,31,Male,Pakistani,2,Leisure,Mid,115947,Road,18560,50508,9135,194150,Spring,PKR
2505,Spin Khwar,KPK,2025-09-25,2025-10-04,9,35,Male,Pakistani,4,Adventure,Mid,85140,Road,12677,96300,17577,211694,Autumn,PKR
2506,Misgar,Gilgit-Baltistan,2025-06-03,2025-06-09,6,42,Female,Pakistani,5,Leisure,Mid,70092,Flight,212210,83640,6108,372050,Summer,PKR
2507,Jehangir's Tomb,Punjab,2026-12-22,2026-12-27,5,46,Female,Pakistani,2,Adventure,Budget,10120,Road,14464,14040,4495,43119,Winter,PKR
2508,Keti Bandar,Sindh,2026-04-05,2026-04-08,3,25,Male,Pakistani,1,Family,Mid,37683,Road,20000,11997,6288,75968,Spring,PKR
2509,Khalti Lake,Gilgit-Baltistan,2025-11-22,2025-11-29,7,56,Male,Pakistani,2,Adventure,Budget,33075,Road,4767,19782,6314,63938,Autumn,PKR
2510,Hammerhead Gwadar,Balochistan,2026-02-22,2026-03-01,7,47,Male,Pakistani,2,Family,Mid,51989,Road,15024,30100,12348,109461,Winter,PKR
2511,Shakargarh,Punjab,2026-11-23,2026-11-25,2,31,Male,Foreign,3,Business,Budget,5562,Road,25440,6288,1606,38896,Autumn,PKR
2512,Karak,KPK,2026-06-03,2026-06-12,9,19,Male,Foreign,3,Business,Mid,114786,Road,2816,55242,13095,185939,Summer,PKR
2513,Bannu,KPK,2026-09-08,2026-09-17,9,49,Female,Foreign,3,Family,Mid,120546,Road,21817,87966,14031,244360,Autumn,PKR
2514,Mirpur,AJK,2026-02-05,2026-02-11,6,28,Female,Pakistani,5,Adventure,Luxury,220596,Road,14071,183630,20568,438865,Winter,PKR
2515,Nagar Valley,Gilgit-Baltistan,2025-07-18,2025-07-25,7,31,Male,Pakistani,2,Business,Mid,63056,Road,17168,49686,15407,145317,Summer,PKR
2516,Chiniot,Punjab,2026-09-06,2026-09-16,10,23,Female,Pakistani,1,Business,Budget,22830,Road,27716,16280,6570,73396,Autumn,PKR
2517,Cholistan Forts,Punjab,2025-05-23,2025-05-26,3,38,Female,Foreign,5,Business,Mid,19494,Road,12350,46815,5715,84374,Spring,PKR
2518,Safari Park Karachi,Sindh,2026-11-05,2026-11-14,9,26,Male,Foreign,5,Family,Mid,124227,Road,384,141435,22482,288528,Autumn,PKR
2519,Rawalakot,AJK,2025-06-08,2025-06-12,4,36,Male,Foreign,2,Family,Mid,53748,Road,37366,22288,5456,118858,Summer,PKR
2520,Gahkuch,Gilgit-Baltistan,2025-05-23,2025-05-29,6,20,Female,Pakistani,2,Business,Luxury,144756,Road,11680,62832,21684,240952,Spring,PKR
2521,Pir Ghaib Waterfall,Balochistan,2025-03-15,2025-03-19,4,57,Female,Foreign,4,Leisure,Luxury,135192,Road,10080,65712,14596,225580,Spring,PKR
2522,Sheikhupura,Punjab,2026-07-10,2026-07-15,5,25,Female,Pakistani,1,Leisure,Budget,13085,Road,11594,8250,2005,34934,Summer,PKR
2523,Hussaini Suspension Bridge,Gilgit-Baltistan,2025-01-28,2025-02-01,4,39,Male,Foreign,3,Adventure,Luxury,94664,Road,7808,71136,8952,182560,Winter,PKR
2524,Dera Ismail Khan,KPK,2025-11-11,2025-11-18,7,20,Female,Foreign,1,Adventure,Budget,36379,Road,31790,10129,6559,84857,Autumn,PKR
2525,Sost,Gilgit-Baltistan,2025-03-09,2025-03-14,5,33,Female,Foreign,3,Adventure,Mid,62770,Road,9859,35655,9660,117944,Spring,PKR
2526,Satpara Lake,Gilgit-Baltistan,2026-09-10,2026-09-12,2,54,Female,Pakistani,1,Family,Budget,10488,Road,21083,4054,1188,36813,Autumn,PKR
2527,Bahrain,KPK,2026-05-03,2026-05-07,4,49,Female,Pakistani,5,Leisure,Budget,14956,Road,3888,42520,2796,64160,Spring,PKR
2528,Sunset Park Gwadar,Balochistan,2025-01-19,2025-01-24,5,23,Male,Pakistani,5,Business,Budget,29330,Road,25088,34875,3355,92648,Winter,PKR
2529,Rabwah,Punjab,2025-08-21,2025-08-26,5,42,Male,Pakistani,5,Family,Budget,15685,Road,3132,36100,3930,58847,Summer,PKR
2530,Nani Mandir Hinglaj,Balochistan,2025-05-17,2025-05-22,5,22,Female,Foreign,3,Adventure,Mid,67335,Road,21313,52305,8645,149598,Spring,PKR
2531,Mud Volcano Hingol,Balochistan,2025-04-30,2025-05-04,4,42,Female,Pakistani,4,Business,Mid,33880,Flight,93688,38592,4744,170904,Spring,PKR
2532,Pasrur,Punjab,2025-03-16,2025-03-19,3,43,Female,Pakistani,3,Family,Mid,18876,Road,12355,27729,5928,64888,Spring,PKR
2533,Port Grand,Sindh,2025-05-08,2025-05-16,8,26,Female,Pakistani,3,Family,Budget,35216,Road,5280,29496,5632,75624,Spring,PKR
2534,Salmanabad,Gilgit-Baltistan,2025-06-14,2025-06-22,8,42,Female,Foreign,3,Family,Mid,111456,Road,39488,84264,16784,251992,Summer,PKR
2535,Phander Valley,Gilgit-Baltistan,2026-02-06,2026-02-13,7,46,Male,Pakistani,2,Family,Budget,36491,Road,33635,25158,6916,102200,Winter,PKR
2536,Peshawar Museum,KPK,2026-08-03,2026-08-13,10,31,Male,Foreign,1,Leisure,Luxury,248570,Flight,21827,59830,20900,351127,Summer,PKR
2537,Sost,Gilgit-Baltistan,2026-06-22,2026-06-30,8,21,Female,Pakistani,4,Adventure,Budget,36240,Road,12226,39648,9000,97114,Summer,PKR
2538,Mahabat Khan Mosque,KPK,2026-01-01,2026-01-10,9,55,Male,Foreign,1,Leisure,Luxury,264123,Road,5423,62910,43056,375512,Winter,PKR
2539,Wazirabad,Punjab,2025-03-06,2025-03-16,10,59,Female,Pakistani,4,Adventure,Mid,61660,Road,7368,89000,14920,172948,Spring,PKR
2540,Shrine of Shah Abdul Latif Bhittai,Sindh,2025-09-15,2025-09-24,9,48,Female,Foreign,4,Family,Luxury,289872,Flight,73180,211248,23148,597448,Autumn,PKR
2541,Kandol Lake,KPK,2026-10-09,2026-10-13,4,40,Male,Foreign,5,Adventure,Mid,47348,Road,13244,76800,8156,145548,Autumn,PKR
2542,Barpu,Gilgit-Baltistan,2026-05-10,2026-05-16,6,38,Male,Foreign,2,Family,Budget,22392,Flight,43866,22956,7170,96384,Spring,PKR
2543,Tank,KPK,2026-01-09,2026-01-15,6,52,Female,Foreign,5,Adventure,Luxury,189312,Road,15676,199590,15564,420142,Winter,PKR
2544,Rana Resort,Punjab,2025-03-31,2025-04-07,7,37,Female,Pakistani,2,Adventure,Mid,57526,Road,19173,35742,13825,126266,Spring,PKR
2545,Hoper Glacier,Gilgit-Baltistan,2025-07-16,2025-07-24,8,59,Female,Foreign,1,Family,Mid,90616,Road,15080,17944,16288,139928,Summer,PKR
2546,Sheikhupura,Punjab,2025-03-07,2025-03-13,6,37,Male,Foreign,3,Adventure,Mid,62940,Road,10567,46836,6900,127243,Spring,PKR
2547,Kurram Valley,KPK,2025-02-04,2025-02-08,4,43,Male,Foreign,4,Family,Budget,20988,Road,4627,31920,2012,59547,Winter,PKR
2548,Kuz Gali,KPK,2026-05-13,2026-05-18,5,43,Female,Foreign,2,Business,Luxury,174875,Road,5600,66830,11030,258335,Spring,PKR
2549,Manchar Lake,Sindh,2025-09-06,2025-09-15,9,57,Female,Pakistani,2,Family,Luxury,174429,Road,21774,89118,14004,299325,Autumn,PKR
2550,Snow Lake (Hispar),Gilgit-Baltistan,2026-06-08,2026-06-10,2,33,Female,Pakistani,1,Leisure,Budget,9686,Road,18631,2854,2248,33419,Summer,PKR
2551,Kandol Lake,KPK,2025-08-19,2025-08-24,5,40,Male,Foreign,1,Leisure,Mid,43280,Road,3531,12925,11060,70796,Summer,PKR
2552,Sonmiani Beach,Sindh,2026-06-17,2026-06-23,6,21,Male,Pakistani,2,Leisure,Mid,54198,Flight,52264,32400,8790,147652,Summer,PKR
2553,Thandiani,KPK,2026-01-06,2026-01-14,8,32,Male,Foreign,5,Leisure,Mid,67976,Road,26828,113240,14760,222804,Winter,PKR
2554,Virawah,Sindh,2026-11-26,2026-12-04,8,37,Male,Pakistani,4,Adventure,Budget,44944,Road,10857,51968,6888,114657,Autumn,PKR
2555,Siri Paye,KPK,2025-09-07,2025-09-17,10,44,Male,Foreign,2,Leisure,Mid,141570,Road,21411,50600,11480,225061,Autumn,PKR
2556,Miandam,KPK,2026-08-03,2026-08-05,2,58,Female,Pakistani,5,Leisure,Mid,18888,Road,6972,39110,2636,67606,Summer,PKR
2557,Narowal,Punjab,2025-02-26,2025-03-06,8,22,Male,Pakistani,3,Adventure,Mid,58120,Road,334,43536,7808,109798,Winter,PKR
2558,Banjon,AJK,2026-11-24,2026-11-30,6,43,Male,Pakistani,3,Business,Budget,25800,Road,35587,38826,5400,105613,Autumn,PKR
2559,Cape Monze,Sindh,2025-04-25,2025-04-27,2,58,Male,Pakistani,4,Adventure,Mid,27134,Road,1115,26648,2482,57379,Spring,PKR
2560,Rani Bagh Hyderabad,Sindh,2026-03-17,2026-03-26,9,29,Male,Pakistani,5,Leisure,Mid,116793,Road,23275,118710,15021,273799,Spring,PKR
2561,Darbar Sahib Kartarpur,Punjab,2025-06-27,2025-07-07,10,20,Female,Foreign,3,Family,Luxury,286320,Road,3060,166050,25910,481340,Summer,PKR
2562,Ushu Forest,KPK,2026-03-07,2026-03-16,9,58,Male,Foreign,1,Family,Luxury,253809,Road,25920,47178,27621,354528,Spring,PKR
2563,Karimabad,Gilgit-Baltistan,2026-08-11,2026-08-18,7,56,Female,Pakistani,2,Family,Budget,29897,Road,5964,28042,3703,67606,Summer,PKR
2564,Katas Raj Temples,Punjab,2025-01-22,2025-01-25,3,37,Male,Foreign,2,Adventure,Mid,18456,Flight,67512,19710,3828,109506,Winter,PKR
2565,Gilgit,Gilgit-Baltistan,2025-02-06,2025-02-15,9,21,Female,Pakistani,1,Business,Luxury,356085,Road,8250,53640,27450,445425,Winter,PKR
2566,Phander Lake,Gilgit-Baltistan,2026-05-07,2026-05-13,6,21,Male,Foreign,3,Family,Luxury,184908,Flight,67434,89370,18948,360660,Spring,PKR
2567,Karoonjhar Mountains,Sindh,2026-03-16,2026-03-20,4,39,Male,Foreign,1,Adventure,Budget,24848,Flight,22847,9528,2568,59791,Spring,PKR
2568,Parachinar,KPK,2026-07-10,2026-07-17,7,39,Male,Pakistani,1,Leisure,Mid,73682,Road,7080,23023,8113,111898,Summer,PKR
2569,Wah Cantonment,Punjab,2025-12-12,2025-12-20,8,21,Male,Pakistani,3,Family,Budget,28520,Road,13821,38616,3696,84653,Winter,PKR
2570,Yasin Valley,Gilgit-Baltistan,2025-11-05,2025-11-09,4,39,Female,Pakistani,3,Business,Mid,55560,Road,37392,24960,4760,122672,Autumn,PKR
2571,Shandur Pass,Gilgit-Baltistan,2025-11-13,2025-11-20,7,57,Female,Foreign,5,Leisure,Mid,94129,Road,9788,77840,15057,196814,Autumn,PKR
2572,Fort Munro,Punjab,2026-05-17,2026-05-27,10,25,Female,Pakistani,3,Adventure,Luxury,206900,Flight,133194,158580,30200,528874,Spring,PKR
2573,Baragali,KPK,2026-09-18,2026-09-25,7,57,Female,Pakistani,1,Family,Budget,36673,Road,48222,11914,8295,105104,Autumn,PKR
2574,Nagar Valley,Gilgit-Baltistan,2026-04-15,2026-04-19,4,24,Female,Pakistani,5,Leisure,Budget,15068,Road,28200,32520,3880,79668,Spring,PKR
2575,Tarishing Valley,Gilgit-Baltistan,2026-04-07,2026-04-10,3,49,Female,Pakistani,1,Adventure,Luxury,79242,Road,8806,15228,7515,110791,Spring,PKR
2576,Ratti Gali Lake,AJK,2026-08-29,2026-09-05,7,29,Male,Pakistani,4,Leisure,Luxury,244587,Flight,127004,152460,21210,545261,Summer,PKR
2577,K-2 Base Camp,Gilgit-Baltistan,2025-06-04,2025-06-10,6,27,Male,Foreign,3,Leisure,Budget,27444,Road,12860,23184,5058,68546,Summer,PKR
2578,Mankial,KPK,2026-03-06,2026-03-09,3,22,Female,Pakistani,5,Adventure,Budget,13692,Road,35138,29685,2220,80735,Spring,PKR
2579,Talash,KPK,2026-02-02,2026-02-05,3,41,Female,Foreign,1,Family,Budget,9468,Road,14940,4740,1644,30792,Winter,PKR
2580,Jallo Park,Punjab,2026-02-23,2026-03-04,9,58,Female,Pakistani,1,Adventure,Luxury,225918,Road,17670,33489,28728,305805,Winter,PKR
2581,Kel,AJK,2026-01-27,2026-01-29,2,20,Female,Foreign,3,Leisure,Mid,29072,Road,4612,20382,4312,58378,Winter,PKR
2582,Gwadar Beach,Balochistan,2026-05-27,2026-06-04,8,27,Male,Foreign,5,Adventure,Budget,33512,Flight,195960,96960,8824,335256,Spring,PKR
2583,Dudipatsar Lake,KPK,2026-05-20,2026-05-22,2,22,Female,Pakistani,4,Adventure,Mid,22912,Road,13312,16488,4130,56842,Spring,PKR
2584,Rakaposhi Base Camp,Gilgit-Baltistan,2026-01-06,2026-01-10,4,39,Male,Pakistani,2,Family,Luxury,92408,Flight,78904,32544,17884,221740,Winter,PKR
2585,Tatta Pani,AJK,2026-03-04,2026-03-11,7,31,Female,Foreign,2,Adventure,Luxury,204281,Road,29085,91378,29197,353941,Spring,PKR
2586,Namal Lake,Punjab,2025-11-01,2025-11-11,10,45,Male,Pakistani,3,Leisure,Budget,20530,Road,18528,50460,6860,96378,Autumn,PKR
2587,Skardu,Gilgit-Baltistan,2026-04-15,2026-04-24,9,60,Male,Foreign,2,Leisure,Mid,98955,Flight,80194,56736,18009,253894,Spring,PKR
2588,Chiniot,Punjab,2025-01-29,2025-02-03,5,42,Female,Foreign,1,Adventure,Budget,12060,Road,5372,8095,2330,27857,Winter,PKR
2589,Gujrat,Punjab,2025-05-19,2025-05-28,9,28,Female,Foreign,3,Adventure,Luxury,155304,Road,12504,131166,28719,327693,Spring,PKR
2590,Jehangir's Tomb,Punjab,2026-12-20,2026-12-24,4,45,Female,Pakistani,4,Business,Luxury,83624,Road,11676,89840,12108,197248,Winter,PKR
2591,Chikkar,AJK,2026-09-17,2026-09-25,8,35,Female,Foreign,4,Adventure,Budget,37536,Road,8603,57792,6840,110771,Autumn,PKR
2592,Gandhara,KPK,2025-12-30,2026-01-06,7,31,Male,Foreign,2,Adventure,Mid,95571,Road,3000,43988,7952,150511,Winter,PKR
2593,Talash,KPK,2025-10-11,2025-10-14,3,43,Male,Pakistani,4,Leisure,Luxury,81726,Road,3693,77484,14016,176919,Autumn,PKR
2594,Aliabad,Gilgit-Baltistan,2026-05-10,2026-05-19,9,33,Male,Foreign,2,Family,Luxury,203085,Road,10419,106416,40158,360078,Spring,PKR
2595,Darbar Sahib Kartarpur,Punjab,2025-02-10,2025-02-19,9,21,Male,Pakistani,4,Family,Luxury,244089,Road,34794,116820,30933,426636,Winter,PKR
2596,Bubind,Gilgit-Baltistan,2025-05-25,2025-06-02,8,37,Female,Foreign,2,Leisure,Mid,97272,Flight,58978,63200,12488,231938,Spring,PKR
2597,Shakargarh,Punjab,2026-05-02,2026-05-06,4,18,Male,Pakistani,5,Leisure,Mid,29732,Road,7944,65900,6432,110008,Spring,PKR
2598,Darbar Sahib Kartarpur,Punjab,2025-01-03,2025-01-06,3,47,Male,Foreign,3,Business,Mid,28182,Flight,74223,28188,4890,135483,Winter,PKR
2599,Pakka Qila Hyderabad,Sindh,2025-09-24,2025-10-02,8,39,Female,Foreign,5,Leisure,Budget,29360,Road,2120,58000,7640,97120,Autumn,PKR
2600,Fort Munro,Punjab,2026-07-17,2026-07-21,4,45,Male,Pakistani,4,Business,Mid,26524,Road,19565,47552,4188,97829,Summer,PKR
2601,Shah Jahan Mosque Thatta,Sindh,2026-03-16,2026-03-26,10,27,Female,Foreign,5,Business,Luxury,297890,Road,4946,239600,29590,572026,Spring,PKR
2602,Karachi Zoo,Sindh,2026-03-28,2026-04-05,8,53,Female,Pakistani,5,Leisure,Budget,34552,Road,4889,79680,5128,124249,Spring,PKR
